About,Director,Writers,category,duration,movie_type,number_of_vote,rating,recommendation,title
"
                    In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.
            ",Yorgos Lanthimos,"Yorgos Lanthimos,Efthymis Filippou",Comedy,"
                        1h 59min
                    ",Movie,"205,035",7.2,"The Killing of a Sacred Deer,The Favourite,Dogtooth,Melancholia,Her,Ex Machina,Moonrise Kingdom,Antichrist,Climax,Birdman or (The Unexpected Virtue of Ignorance),500 Days of Summer,Alps",The Lobster 
"
                    Based on the true story of a real-life friendship between ",Marielle Heller,"Micah Fitzerman-Blue,Noah Harpster,1 more credit",Biography,"
                        1h 49min
                    ",Movie,"42,024",7.3,"Bombshell,Richard Jewell,Won't You Be My Neighbor?,Judy,Little Women,Dark Waters,Just Mercy,Harriet,The Good Liar,Sully,Ford v Ferrari,Big",A Beautiful Day in the Neighborhood 
"
                    A boy who communicates with spirits seeks the help of a disheartened child psychologist.
            ",M. Night Shyamalan,M. Night Shyamalan,Drama,"
                        1h 47min
                    ",Movie,"884,832",8.1,"Jurassic Park,V for Vendetta,The Truman Show,Die Hard,A Beautiful Mind,Shutter Island,Kill Bill: Vol. 1,Braveheart,Catch Me If You Can,Gone Girl,Gran Torino,The Terminator",The Sixth Sense 
"
                    The cases of a master criminal defense attorney, handling the most difficult of cases in the aid of the innocent.
            ",Erle Stanley Gardner,"Raymond Burr,Barbara Hale,William Hopper,See full cast & crew",Crime,"
                        1h
                    ",Serie,"4,627",8.1,"Perry Mason Returns,Ironside,Gunsmoke,Bonanza,Matlock,The Untouchables,Perry Mason: The Case of the Notorious Nun,Wagon Train,Perry Mason: The Case of the Killer Kiss,Rawhide,Have Gun - Will Travel,Adam-12",Perry Mason             
"
                    A New York detective investigates the death of his daughter who was murdered while on her honeymoon in London; he recruits the help of a Scandinavian journalist when other couples throughout Europe suffer a similar fate.
            ",Danis Tanovic,"Tove Alsterdal,Ellen Furman,5 more credits",Crime,"
                        1h 44min
                    ",Movie,"2,503",5.7,"The Rhythm Section,The Night Clerk,Escape from Pretoria,The Hunt,Fantasy Island,Underwater,Sea Fever,The Way Back,The Banker,Human Capital,The Invisible Man,Arkansas",The Postcard Killings 
"
                    An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.
            ",Brian Kirk,"Adam Mervis,Matthew Michael Carnahan,1 more credit",Action,"
                        1h 39min
                    ",Movie,"29,784",6.6,"The Informer,Black and Blue,Just Mercy,Midway,Angel Has Fallen,Jexi,Spenser Confidential,Bad Boys for Life,Official Secrets,Bloodshot,The Aeronauts,Motherless Brooklyn",21 Bridges 
"
                    While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.
            ",Peter Jackson,"J.R.R. Tolkien,Fran Walsh,3 more credits",Adventure,"
                        2h 59min
                    ",Movie,"1,432,697",8.7,"The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,The Matrix,Star Wars: Episode V - The Empire Strikes Back,The Dark Knight,Fight Club,Inception,Gladiator,Saving Private Ryan,Se7en,Pulp Fiction,Star Wars: Episode IV - A New Hope",The Lord of the Rings: The Two Towers 
"
                    A troubled youth becomes embroiled in the lives of a close-knit group of people in the wealthy, upper-class neighborhood of Newport Beach, Orange County, California.
            ",Josh Schwartz,"Mischa Barton,Adam Brody,Peter Gallagher,See full cast & crew",Comedy,"
                        44min
                    ",Serie,"78,501",7.5,"One Tree Hill,Gossip Girl,90210,Gilmore Girls,Hart of Dixie,Desperate Housewives,Dawson's Creek,Revenge,Pretty Little Liars,Sex and the City,Gilmore Girls: A Year in the Life,Beverly Hills, 90210",The O.C.             
"
                    Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
            ",Joe Wright,"Ian McEwan,Christopher Hampton",Drama,"
                        2h 3min
                    ",Movie,"240,167",7.8,"Pride & Prejudice,Anna Karenina,Brooklyn,The Duchess,Becoming Jane,The Reader,Sense and Sensibility,The Notebook,Lady Bird,500 Days of Summer,The Other Boleyn Girl,The Imitation Game",Atonement 
"
                    Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.
            ",Tim Kring,"Jack Coleman,Hayden Panettiere,Milo Ventimiglia,See full cast & crew",Drama,"
                        45min
                    ",Serie,"224,535",7.5,"Heroes Reborn,Smallville,Fringe,True Blood,V,The 4400,Lost,Charmed,Buffy the Vampire Slayer,Revolution,Falling Skies,Warehouse 13",Heroes             
"
                    A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.
            ",Bruno Heller,"Kevin McKidd,Ray Stevenson,Polly Walker,See full cast & crew",Action,"
                        52min
                    ",Serie,"149,187",8.7,"Spartacus: Gods of the Arena,Spartacus,Deadwood,Boardwalk Empire,House of Cards,Oz,Band of Brothers,True Detective,Dexter,Narcos,Battlestar Galactica,Justified",Rome             
"
                    In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.
            ",Rupert Sanders,"Shirow Masamune,Jamie Moss,2 more credits",Action,"
                        1h 47min
                    ",Movie,"189,240",6.3,"Lucy,Ghost in the Shell,Atomic Blonde,Passengers,Now You See Me 2,Ghost in the Shell 2: Innocence,Now You See Me,Life,The Maze Runner,Red Sparrow,Alien: Covenant,In Time",Ghost in the Shell 
"
                    In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.
            ",Adam McKay,"Charles Randolph,Adam McKay,1 more credit",Biography,"
                        2h 10min
                    ",Movie,"341,246",7.8,"Moneyball,The Social Network,The Fighter,American Hustle,Spotlight,The Imitation Game,American Psycho,Dallas Buyers Club,The Nice Guys,Crazy, Stupid, Love.,Vice,Fury",The Big Short 
"
                    A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
            ",Stanley Kubrick,"Stanley Kubrick,Michael Herr,2 more credits",Drama,"
                        1h 56min
                    ",Movie,"648,831",8.3,"A Clockwork Orange,The Shining,Reservoir Dogs,2001: A Space Odyssey,Apocalypse Now,Taxi Driver,Scarface,Inglourious Basterds,Saving Private Ryan,American History X,Braveheart,Snatch",Full Metal Jacket 
"
                    Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.
            ",Barbara Bialowas,"Barbara Bialowas,Tomasz Klimala,3 more credits",Drama,"
                        1h 54min
                    ",Movie,"3,441",3.6,"Dangerous Lies,Extraction,The Gentlemen,Bad Boys for Life,Fantasy Island,Once Upon a Time... in Hollywood,Code 8,The Lodge,The Platform,Star Wars: Episode IX - The Rise of Skywalker,Avengers: Endgame,Bad Education",365 Days 
"
                    After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.
            ",Irwin Allen,"Molly Parker,Toby Stephens,Maxwell Jenkins,See full cast & crew",Adventure,"
                        1h
                    ",Serie,"68,574",7.3,"Lost in Space,His Dark Materials,Lost in Space,A Series of Unfortunate Events,Doctor Who,The Dark Crystal: Age of Resistance,Despicable Me 2",Lost in Space             
"
                    Valeria is a writer who's hit a dead end with both her writing and her husband. She finds solace in her three friends Carmen, Lola and Nerea.
            ",María López Castaño,"Diana Gómez,Silma López,Paula Malia,See full cast & crew",Drama,,Serie,"1,235",6.2,"Summertime,White Lines,I Love You, Stupid,Control Z,Never Have I Ever,Hollywood,Love 101,18 Presents,Despite Everything,Toy Boy,Into the Night,Sweet Magnolias",Valeria             
"
                    An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.
            ",Michael Jacobs,"Ben Savage,Rider Strong,William Daniels,See full cast & crew",Comedy,"
                        23min
                    ",Serie,"37,638",8.1,"Girl Meets World,Saved by the Bell,Home Improvement,Family Matters,Full House,Sabrina the Teenage Witch,Step by Step,Sister, Sister,The Cosby Show,Lizzie McGuire,Smart Guy,Even Stevens",Boy Meets World             
"
                    Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
            ",Bong Joon Ho,"Bong Joon Ho,Bong Joon Ho,1 more credit",Comedy,"
                        2h 12min
                    ",Movie,"413,634",8.6,"Joker,Once Upon a Time... in Hollywood,1917,Forrest Gump,Avengers: Endgame,The Shawshank Redemption,Interstellar,The Godfather,Knives Out,Inception,Pulp Fiction,Fight Club",Parasite 
"
                    When a grisly murder shocks Los Angeles in 1938, Detective Tiago Vega and his partner Lewis Michener become embroiled in an epic story that reflects the troubled history of the city.
            ",John Logan,"Natalie Dormer,Daniel Zovatto,Adriana Barraza,See full cast & crew",Crime,,Serie,"2,748",6.1,"Penny Dreadful,I Know This Much Is True,Snowpiercer,Defending Jacob,Killing Eve,The Luminaries,Criminal Minds,The Great,Hightown,Billions,Gangs of London,Homeland",Penny Dreadful: City of Angels             
"
                    Kate Kane seeks justice for Gotham City as Batwoman.
            ",Caroline Dries,"Ruby Rose,Camrus Johnson,Rachel Skarsten,See full cast & crew",Action,"
                        45min
                    ",Serie,"26,420",3.5,"Supergirl,DC's Legends of Tomorrow,The Flash,Black Lightning,Arrow,Stargirl,Wynonna Earp,Titans,Motherland: Fort Salem,Harley Quinn,Swamp Thing,Constantine",Batwoman             
"
                    U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.
            ",Brian Koppelman,"Paul Giamatti,Damian Lewis,Maggie Siff,See full cast & crew",Drama,"
                        1h
                    ",Serie,"63,298",8.4,"Homeland,Ozark,The Blacklist,Modern Family,Killing Eve,The Sopranos,Grey's Anatomy,Westworld,Game of Thrones,Peaky Blinders,Breaking Bad,Better Call Saul",Billions             
"
                    Based on Celeste Ng's 2017 bestseller, ""Little Fires Everywhere"" follows the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives.
            ",Liz Tigelaar,"Reese Witherspoon,Kerry Washington,Rosemarie DeWitt,See full cast & crew",Drama,"
                        7h 43min
                    ",Movie,"8,517",7.7,"Big Little Lies,Defending Jacob,The Handmaid's Tale,Dead to Me,Normal People,Killing Eve,Upload,Hollywood,The Morning Show,The Great,High Fidelity,Homecoming",Little Fires Everywhere             
"
                    A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.
            ",Baran bo Odar,"Karoline Eichhorn,Louis Hofmann,Jördis Triebel,See full cast & crew",Crime,"
                        1h
                    ",Serie,"181,551",8.7,"Stranger Things,Black Mirror,Peaky Blinders,Money Heist,Westworld,Chernobyl,Breaking Bad,Game of Thrones,Vikings,Sherlock,Friends,Narcos",Dark             
